id,name,description,img_url,category,inventory,price
248,Pure Fix 700C 40mm Wheelset,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Pure Fix double-walled aluminum wheelsets are size 700C with a 40mm rim depth, front and rear. Our wheels include name-brand and laser-etched KT Quando hubs <span>(100mm front, 120mm rear, 3/8"" axle)</span>. Our rear wheels include flip-flop hubs with a pre-attached 16T fixed cog along with a 16T freewheel cog for single-speed riding. Our front and rear wheels are 32 spokes each. All wheelsets include nylon rim-strips to protect against sharp edges and prevent tube puncture.</p>
<p>We recommend using tires ranging from 23x700C to 32x700C (tires and tubes not included).</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/50mm-Wheels_Celest_Front_WEB_b2dddd1c-aab8-4d90-ad55-9a211769c171.jpeg?v=1438624568,"50mm, 700C Wheelsets, Alloy, Black, Blue, Celeste, Gold, Green, Orange, Pink, Purple, Red, Silver, Wheelsets, Wheelsets and Accessories, White, Yellow",5,9.95
249,Kenda Tube,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Replacement tire tube for Pure Fix Cycles bikes.</p>
<p>700c will fit all <a href=""http://purefixcycles.com/collections/pure-fix-standard-fixies"">Standard Fixie</a> rims including the Glow Series.</p>
<p>650c will fit all <a href=""http://purefixcycles.com/collections/the-micro-series"">Micro Series</a> rims.</p>
<p>26"" will fit all <a title='Tubes, 26"", Trick, FGFS, Kenda' href=""http://purefixcycles.com/collections/fgfs-series"">FGFS Series</a> rims.</p>
<p>These tubes have an extra-long 60mm or 80mm Presta valve so they fit the Pure Fix <a href=""http://purefixcycles.com/collections/wheel-sets"">60mm Deep Dish rims</a> perfectly.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/tube_1_1afd79d1-1eef-4028-ae35-b85e0221afdf.jpeg?v=1438624555,"City Accessories, Essential, Essentials, FGFS, FGFS Accessories, FGFS Series, Micro, Micro Series, Parts, Presta Valve, Tires and Tubes, Tools and Maintenance, Tube, Tubes, Wheelsets and Accessories",47,45.95
250,Kodiak USB Power Bank,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Kodiak USB Power Bank</h3>
<p>In this day and age, there’s just no reason to ever have a dead phone, tablet, camera, anything really. It’s needless and preventable, like smallpox, consumption, or “the vapors”, a relic of times past when power was hard to come by and phones were still “dumb”. Thankfully, those days are behind us. We stand now on the plateau of the present, gazing assuredly into a future fertile with adventure. Camping trips, concerts, picnics, around-the-world sailing expeditions, heck, pretty soon you’re going to be able to buy a ticket to ride up into space and see what you think of the Universe up close and personal – and you’ll do all of it with a full charge thanks to the Kodiak power bank. Rugged, powerful, and convenient – it’ll stand up to splashes, smashes, and charge just about anything that gets it’s juice via USB. This tough little number will keep you charged no matter what, so grab one and send your dead electronics the way of the dodo.</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/KODIAK-CHARGER_WEB_0004_Layer_1.jpeg?v=1438624552,"Accessories, Essentials, Phone Accessories",46,130.95
251,Brooks Slender Leather Grips,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><h3>Slender Leather Grips</h3>
<p>Masterfully crafted in Italy from the same vegetable-tanned leather Brooks’ saddles are famous for, these grips truly pamper palms. Made with sustainability in mind, every part of the grips can be replaced (after years of love and wear, obvs), so you’ll never have to buy a new pair of grips again! Available in 3 rich colors and embossed with Brooks’ timeless logo, these pair perfectly with your existing Brooks saddle, or offer a fresh way to class up your bike.</p>
<h3>Made in Italy</h3></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Slender-leather-grips-honey-web.jpeg?v=1438624549,"Bars Tape Grips and Stems, Brooks, Grips, Grips and Tape, Leather, Parts",0,90.95
252,Kryptonite Mini U Lock,<p><p> </p></p>,,"Accessories, Essential, Essentials, Lock, Locks, Safety, Safety Gear, Tools and Maintenance",44,42.95
253,Brooks Land's End Rear Pannier,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Like a Brooks saddle for your stuff, the Land’s End Rear Pannier is the best looking bike bag we’ve found and its classic style is just the tip of the iceberg. Named for the starting point of the “Land’s End to John O’Groats” cycling route across Great Britain, these panniers are waterproof, light, and durable enough to meet the demands of long distance cyclists. The closing system uses an adjustable leather insert so you can tweak the volume of the bag to suit your needs and a carrying-handle makes bringing your groceries in a breeze. Just remember they’re sold individually (because sometimes you only need one bag), so if you want to double up, set the quantity to two!</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Volume: Adjustable, 19L-23L</li>
<li>Dimensions: 12.6” x 13.8”-16.5” x 6.7”</li>
<li>Waterproof</li>
<li>Mountable on left or right</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/BROOKS_LANDS_END_PANNIER_0007_Layer_1.jpeg?v=1438624543,,45,48.95
254,ACS Crossfire Freewheel,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Ready for an upgrade? The ACS Crossfire will take your coasting to the next level! Plus, with 3 pawls engaging 30 steps (every 12-degrees), there’s less lag when you put the power back into your pedals, so you can get back up to speed in a snap!</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>16T</li>
<li>Cold forged chromoly</li>
<li>3-pawl x 30-step system (engagement every 12-degrees)</li>
<li>1/8” or 3/32” chain compatible</li>
<li>Gun Metal Grey</li>
<li>158g</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/acs-crossfire-freewheel-web.jpeg?v=1438624538,"Drivetrain, Freewheels, Parts",95,198.95
255,ACS Crossfire Pro Freewheel,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>If nothing less than the best will do, the Crossfire Pro is your next freewheel. CNC wire pawls provide unmatched precision and, because each pawl engages two steps, you’ve got twice the grip and engagement every 6-degrees! That sweet high-pitched buzz while you bomb your favorite descent? That’s just the icing on the cake.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>16T</li>
<li>CNC wire pawls and steps</li>
<li>Each pawl engages 2 steps</li>
<li>60 steps, engagement every 6-degrees</li>
<li>1/8” or 3/32” chain compatible</li>
<li>Gun Metal Grey</li>
<li>153g</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/acs-crossfire-PRO-freewheel-web.jpeg?v=1438624537,"Drivetrain, Freewheels, Parts",5,83.95
256,ACS MainDrive Freewheel,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Click, click, grrrrrrr. Whether your bike’s a modern marvel or a cult classic, when it’s time to replace the freewheel, the ACS MainDrive will have you back to coasting contentedly in no time.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>16T</li>
<li>1/8” chain</li>
<li>English threads, 1.37” x 24tpi</li>
<li>136g</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/acs-maindrive-web.jpeg?v=1438624534,"Drivetrain, Freewheels, Parts",86,197.95
257,ACS Crossfire Spanner,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This meaty tool features the Crossfire 6-spline spanner and a universal 4-prong freewheel tool mounted on a thick steel lever. Long enough that you’re never short on torque and hefty enough to last longer than you do.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Fits ACS Main Drive, Crossfire, and Crossfire Pro Freewheels</li>
<li>Will NOT fit standard Pure Fix/Pure City freewheels (yet)</li>
<li>Material: Steel</li>
<li>Color: Silver</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/ACS_CROSSFIRE_SPANNER_SIDE_WEB.jpeg?v=1438624531,"Accessories, Tools",69,101.95
258,ACS MainDrive Headset,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Time for a touch of bling? Upgrade your ride with the ACS MainDrive. This headset’s forged steel cups and sealed mechanism bearings mean you won’t have to sacrifice smooth steering for style.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>1/1/8"" Threadless</li>
<li>Sealed-mechanism bearings</li>
<li>Forged steel cups</li>
<li>Alloy tops and cap</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/ACS-HEADSET-WEB_0003_BLACK.jpeg?v=1438624526,"Black, Blue, Gold, Headsets, Parts, Red",29,86.95
259,Park Tool CC-3.2 Chain Wear Indicator,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Chains “stretch” over time, and a worn chain will increase wear on your chainring and cog. Nip that bother in the bud, with the Park Tool Chain Wear Indicator that features a super easy to use “go/no-go” indication of whether or not your chain has hit the manufacturer’s recommended replacement point. Just place it on your chain and you can immediately tell if it’s time to get swappy!</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Easy to read “go/no-go” gauge</li>
<li>.5% and .75% stretch indications</li>
<li>Permanent measurement markings</li>
<li>Precision laser cut steel</li>
<li>Updated CC-3.2, longer and more accurate</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/CC-3-2-WEB.jpeg?v=1438624522,"Accessories, Chain Tool, Essential, Safety Gear, Tools, Tools and Maintenance",16,116.95
260,Jon Lock,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Finally, an elegant security solution for your café cruiser or errand runner. These hand-made cable locks stash a 6.5mm thick galvanized steel cable beneath natural rope and leather for a retro look with modern protection.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>24” cable/rope</li>
<li>Handmade in the USA</li>
<li>Lock not included (this is just the cable)</li>
<li>Use in conjunction with your u-lock or padlock of your choice</li>
</ul>
</div></p>",,"Accessories, Locks",93,69.95
261,ACS Crossfire Chain,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>This chain is built to stand up to the toughest torque. Strong enough that you can mash away worry-free, with chamfered plates for quiet engagement and center-punched pins for lateral stiffness. It’s engineering’s answer to your monster quads.</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Includes quick-link connector</li>
<li>1/8"" x 106 links</li>
<li>Color: nickel/black</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/ACSchainCut.jpeg?v=1438624520,"Chains, Drivetrain, Parts",63,17.95
262,ACS Crossfire Headset,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Take aim on sloppy steering with the ACS Crossfire. This cold-forged and CNC-machined aluminum headset is engineered to last and the precision sealed-bearings let you focus on the ride, not what the weather’s throwing your way.</p>
<h3>Specs</h3>
<ul>
<li>1-1/8” Threadless</li>
<li>Precision sealed bearings</li>
<li>CNC-machined aluminum</li>
</ul></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/ACSCFHeadsetCut.jpeg?v=1438624517,"ACS, Headsets, Parts",50,112.95
263,Park Tool Single Speed Spanner,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The great thing about a single-speed is simplicity, right? Low maintenance, fewer parts, everything’s just plain easier and now there’s a tool to match! The Park Tool Single Speed Spanner features a 15mm socket wrench for wheel bolts, a 15mm open wrench for pedals, a tire lever and, most importantly, a bottle opener! Everything you need to change a flat and pop open a brew in a size that means you’ll never have to leave home without it!</p>
<div class=""textile"">
<h3>Specs</h3>
<ul>
<li>Length: 7” – Perfect for take-along jobs, or workshop wrenching</li>
<li>15mm socket – axle nuts</li>
<li>15mm open end – pedals</li>
<li>Smooth, curved spoon tire lever</li>
<li>Bottle Opener</li>
</ul>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/ParkToolSS15.jpeg?v=1438624515,"Accessories, Tools",93,173.95
